src,dst,weight,uncertainty_corr,amplification_ratio,amplification_ratio_floored,log10_amplification_ratio_floored,src_variance_floored,amplification_floor_applied,src_mean_variance,dst_mean_variance
PT_Brain-Computer Interface,RMD_Walking Corpse,0.3,0.6639036143134082,0.9736233949661255,0.9736233949661255,-0.011608999093293545,0.005936095491051674,0,0.005936095491051674,0.00577952153980732
PT_Brain-Computer Interface,RMD_koro,0.3,0.254452159426339,3.623307466506958,3.623307466506958,0.5591051889452728,0.005936095491051674,0,0.005936095491051674,0.021508298814296722
PT_Cognitive Behavioral Therapy,Global_Disaster_Total,0.5,0.05460279588459997,0.011317115277051926,0.011317115277051926,-1.9462642603311289,0.06745356321334839,0,0.06745356321334839,0.0007633797358721495
PT_Cognitive Behavioral Therapy,Global_Holidays_Average,0.5,-0.12066331768588315,3.0892479117028415e-05,3.0892479117028415e-05,-4.5101472382300125,0.06745356321334839,0,0.06745356321334839,2.0838078853557818e-06
PT_Cognitive Behavioral Therapy,Global_Holidays_Total,0.5,-0.17963950134810738,0.03478182107210159,0.03478182107210159,-1.4586476833781479,0.06745356321334839,0,0.06745356321334839,0.002346157794818282
PT_Cognitive Behavioral Therapy,RMD_Pyromania,0.3,0.37220464810763965,0.24474753439426422,0.24474753439426422,-0.6112816746192443,0.06745356321334839,0,0.06745356321334839,0.01650909334421158
PT_Cognitive Behavioral Therapy,RMD_Reactive Attachment,0.3,0.06506436519196973,0.2724071741104126,0.2724071741104126,-0.564781459037016,0.06745356321334839,0,0.06745356321334839,0.018374834209680557
PT_Cognitive Behavioral Therapy,RMD_Reduplicative Paramnesia,0.3,-0.19548862215237642,0.9467832446098328,0.9467832446098328,-0.023749436461037415,0.06745356321334839,0,0.06745356321334839,0.06386390328407288
PT_Cognitive Behavioral Therapy,RMD_Rumination,0.3,-0.0421138248647975,1.0546817779541016,1.0546817779541016,0.02312144264238511,0.06745356321334839,0,0.06745356321334839,0.0711420476436615
PT_Cognitive Behavioral Therapy,RMD_Selective Mutism,0.3,0.03301020121763591,0.34664446115493774,0.34664446115493774,-0.46011573476728523,0.06745356321334839,0,0.06745356321334839,0.023382404819130898
PT_Cognitive Behavioral Therapy,RMD_Stendhal,0.3,0.17405105964837775,0.5555087924003601,0.5555087924003601,-0.2553090628063898,0.06745356321334839,0,0.06745356321334839,0.03747104853391647
PT_Cognitive Behavioral Therapy,RMD_Walking Corpse,0.3,0.04446122150205625,0.0856814831495285,0.0856814831495285,-1.067113024458167,0.06745356321334839,0,0.06745356321334839,0.00577952153980732
PT_Cognitive Behavioral Therapy,RMD_koro,0.3,-0.08662663022187196,0.31886082887649536,0.31886082887649536,-0.49639882929159845,0.06745356321334839,0,0.06745356321334839,0.021508298814296722
PT_Cognitive Enhancement Programs,Global_Disaster_Total,0.5,0.20887250725615453,1849.3558349609375,161.3551483154297,2.2077828268785167,4.7310518311860505e-06,1,4.1278042317571817e-07,0.0007633797358721495
PT_Cognitive Enhancement Programs,Global_Holidays_Average,0.5,0.13333130355622394,5.048211574554443,0.44045332074165344,-0.3561001113575491,4.7310518311860505e-06,1,4.1278042317571817e-07,2.0838078853557818e-06
PT_Cognitive Enhancement Programs,Global_Holidays_Total,0.5,-0.13195110400079263,5683.77783203125,495.90606689453125,2.695399421464532,4.7310518311860505e-06,1,4.1278042317571817e-07,0.002346157794818282
PT_Cognitive Enhancement Programs,RMD_Pyromania,0.3,0.17573358629437924,39994.7578125,3489.517822265625,3.5427654207710733,4.7310518311860505e-06,1,4.1278042317571817e-07,0.01650909334421158
PT_Cognitive Enhancement Programs,RMD_Reactive Attachment,0.3,-0.03346100275374503,44514.68359375,3883.87841796875,3.5892656261711546,4.7310518311860505e-06,1,4.1278042317571817e-07,0.018374834209680557
PT_Cognitive Enhancement Programs,RMD_Reduplicative Paramnesia,0.3,0.04709066512181221,154716.03125,13498.8779296875,4.130297670035909,4.7310518311860505e-06,1,4.1278042317571817e-07,0.06386390328407288
PT_Cognitive Enhancement Programs,RMD_Rumination,0.3,0.3011348547863809,172347.984375,15037.2548828125,4.17716856111867,4.7310518311860505e-06,1,4.1278042317571817e-07,0.0711420476436615
PT_Cognitive Enhancement Programs,RMD_Selective Mutism,0.3,0.02557597229903576,56645.97265625,4942.326171875,3.6939314035450304,4.7310518311860505e-06,1,4.1278042317571817e-07,0.023382404819130898
